77798,94780,18
77728,94833,18
77723,94780,18
77748,94851,18
77757,94782,18
77800,94813,18
77776,94832,18
77803,94783,18
77757,94871,18
77794,94785,18
77746,94844,18
77719,94850,18
77753,94788,18
77750,94864,18
77762,94783,18
77766,94873,18
77793,94819,18
77775,94842,18
77727,94791,18
77747,94817,18
77711,94831,18
77731,94839,18
77786,94779,18
77720,94799,18
77729,94834,18
77796,94848,18
77774,94812,18
77765,94818,18
77717,94813,18
77789,94817,18
77726,94807,18
77755,94782,18
77714,94868,18
77763,94861,18
77724,94872,18
77782,94847,18
77801,94783,18
77794,94816,18
77748,94820,18
77760,94783,18
77737,94777,18
77794,94781,18
77753,94821,18
77725,94807,18
77757,94852,18
77775,94811,18
77787,94844,18
77709,94799,18
77718,94800,18
77750,94855,18
77743,94842,18
77752,94866,18
77759,94862,18
77727,94800,18
77702,94861,18
77787,94869,18
77722,94837,18
77754,94779,18
77715,94772,18
77796,94867,18
77755,94815,18
77717,94794,18
77780,94847,18
77770,94806,18
77764,94805,18
77806,94814,18
77773,94850,18
77801,94861,18
77788,94841,18
77724,94859,18
77758,94801,18
77798,94846,18
77710,94777,18
77785,94840,18
77744,94870,18
77716,94820,18
77728,94783,18
77732,94824,18
77723,94842,18
77791,94771,18
77725,94788,18
77750,94779,18
77718,94791,18
77722,94804,18
77803,94845,18
77752,94853,18
77721,94819,18
77797,94858,18
77787,94854,18
77740,94853,18
77752,94828,18
77704,94850,18
77755,94784,18
77786,94845,18
77763,94847,18
77789,94858,18
77770,94871,18
77806,94797,18
77758,94832,18
77715,94862,18
77785,94809,18
77776,94825,18
77728,94814,18
77714,94806,18
77723,94811,18
77748,94771,18
77800,94842,18
77737,94802,18
77782,94777,18
77732,94843,18
77718,94779,18
77793,94842,18
77747,94871,18
77722,94787,18
77756,94861,18
77775,94873,18
77787,94778,18
77736,94788,18
77777,94795,18
77786,94812,18
77720,94828,18
77729,94813,18
77780,94857,18
77756,94820,18
77754,94845,18
77806,94828,18
77704,94869,18
77790,94821,18
77738,94807,18
77726,94832,18
77705,94787,18
77742,94771,18
77739,94869,18
77785,94798,18
77782,94808,18
77728,94785,18
77723,94796,18
77716,94771,18
77807,94834,18
77766,94791,18
77709,94790,18
77703,94805,18
77744,94791,18
77778,94870,18
77747,94856,18
77721,94772,18
77743,94809,18
77759,94829,18
77775,94858,18
77802,94772,18
77727,94839,18
77736,94807,18
77790,94788,18
77786,94795,18
77711,94856,18
77761,94868,18
77729,94786,18
77797,94796,18
77774,94828,18
77805,94815,18
77792,94837,18
77780,94812,18
77739,94823,18
77789,94796,18
77714,94771,18
77779,94825,18
77707,94790,18
77798,94853,18
77782,94799,18
77733,94807,18
77734,94855,18
77710,94810,18
77744,94822,18
77769,94851,18
77800,94776,18
77725,94823,18
77741,94811,18
77775,94827,18
77775,94774,18
77736,94774,18
77743,94794,18
77747,94805,18
77759,94846,18
77781,94809,18
77752,94837,18
77797,94829,18
77711,94772,18
77790,94811,18
77765,94860,18
77749,94790,18
77780,94799,18
77707,94823,18
77789,94778,18
77714,94799,18
77804,94800,18
77795,94866,18
77713,94852,18
77783,94825,18
77788,94857,18
77801,94816,18
77767,94770,18
77748,94800,18
77710,94793,18
77712,94822,18
77800,94858,18
77732,94808,18
77743,94827,18
77750,94795,18
77743,94774,18
77722,94820,18
77777,94786,18
77753,94871,18
77720,94837,18
77747,94790,18
77756,94845,18
77781,94852,18
77706,94779,18
77797,94842,18
77771,94786,18
77780,94830,18
77717,94854,18
77754,94814,18
77705,94794,18
77770,94818,18
77713,94821,18
77739,94860,18
77740,94796,18
77729,94860,18
77763,94802,18
77779,94860,18
77801,94785,18
77808,94799,18
77785,94825,18
77776,94873,18
77735,94770,18
77723,94827,18
77807,94801,18
77748,94787,18
77766,94816,18
77703,94796,18
77778,94863,18
77791,94794,18
77741,94774,18
77734,94785,18
77793,94794,18
77802,94859,18
77747,94776,18
77721,94807,18
77781,94770,18
77762,94814,18
77753,94852,18
77771,94819,18
77706,94855,18
77736,94836,18
77786,94828,18
77730,94867,18
77706,94830,18
77720,94863,18
77763,94771,18
77754,94797,18
77799,94797,18
77770,94833,18
77792,94802,18
77779,94832,18
77808,94830,18
77783,94852,18
77801,94806,18
77764,94804,18
77735,94862,18
77751,94800,18
77739,94774,18
77769,94858,18
77773,94772,18
77807,94786,18
77734,94816,18
77725,94846,18
77766,94839,18
77709,94774,18
77772,94785,18
77778,94773,18
77784,94832,18
77721,94788,18
77771,94836,18
77759,94813,18
77752,94802,18
77702,94797,18
77754,94828,18
77720,94771,18
77790,94836,18
77797,94780,18
77724,94834,18
77804,94793,18
77706,94845,18
77805,94863,18
77774,94785,18
77792,94789,18
77733,94782,18
77808,94833,18
77726,94857,18
77705,94871,18
77770,94870,18
77785,94850,18
77739,94794,18
77807,94819,18
77773,94786,18
77707,94774,18
77732,94785,18
77733,94855,18
77767,94801,18
77734,94839,18
77710,94826,18
77744,94806,18
77737,94803,18
77712,94775,18
77746,94773,18
77775,94790,18
77777,94829,18
77747,94821,18
77802,94797,18
77761,94853,18
77752,94789,18
77756,94860,18
77745,94796,18
77797,94813,18
77781,94836,18
77795,94796,18
77731,94782,18
77740,94789,18
77774,94775,18
77792,94777,18
77730,94805,18
77707,94807,18
77798,94868,18
77738,94806,18
77764,94851,18
77714,94847,18
77792,94864,18
77733,94819,18
77801,94864,18
77751,94853,18
77748,94816,18
77737,94866,18
77791,94825,18
77712,94795,18
77803,94858,18
77746,94787,18
77762,94807,18
77745,94829,18
77772,94868,18
77702,94771,18
77777,94834,18
77756,94797,18
77796,94824,18
77731,94850,18
77799,94788,18
77805,94776,18
77730,94836,18
77755,94870,18
77705,94778,18
77770,94802,18
77713,94869,18
77713,94792,18
77801,94833,18
77792,94851,18
77742,94866,18
77808,94783,18
77733,94832,18
77751,94839,18
77760,94807,18
77782,94872,18
77728,94849,18
77716,94816,18
77719,94806,18
77794,94869,18
77744,94781,18
77703,94844,18
77766,94855,18
77791,94842,18
77784,94841,18
77759,94788,18
77778,94806,18
77703,94869,18
77745,94834,18
77721,94823,18
